recording_file,sample_mid,is_positive
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2738,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2528,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,571,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9670,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,601,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1711,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2664,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11724,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10567,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5406,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3191,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5881,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2337,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4726,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3984,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8536,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8234,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2702,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3163,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6604,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2219,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1707,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1835,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10604,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7821,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10404,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11806,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6812,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11252,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,190,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8634,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1462,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9086,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3216,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7143,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4991,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1885,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6400,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4437,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5389,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,609,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3930,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2223,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1968,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7037,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10386,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,585,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5544,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11907,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8670,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,652,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5566,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7186,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5790,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,844,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3125,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4708,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7706,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2758,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4718,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4668,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1620,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6873,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1214,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1738,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7099,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8193,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7246,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8164,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7775,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,239,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,734,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7051,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10691,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5327,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,415,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7545,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11683,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1009,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1504,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9743,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7911,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7343,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11543,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4672,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3502,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7271,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4148,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1481,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2528,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4506,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2491,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1313,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1172,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8269,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3394,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9315,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4805,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7962,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8231,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1379,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6726,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11548,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3936,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6482,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7811,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5339,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11163,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7165,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4192,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6681,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10864,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3107,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8731,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,846,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8855,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10282,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3858,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3351,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7589,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,419,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5396,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1469,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1453,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1131,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5501,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4320,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6373,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8280,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1262,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1953,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4336,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1823,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5453,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1314,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,639,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9540,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2012,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1318,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8544,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9551,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6412,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9875,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2303,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4478,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1649,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6509,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1404,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,247,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1253,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7516,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,240,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6242,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7594,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,972,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,394,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2562,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,752,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4979,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4569,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10409,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10732,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5429,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11223,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3919,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2716,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10893,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2667,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4410,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10957,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1399,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6254,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4786,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1047,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,928,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5591,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3835,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8217,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10424,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,844,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4650,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8623,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1789,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5147,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7803,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5133,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9219,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2787,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7159,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5405,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1444,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6756,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8484,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,964,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6909,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8098,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11184,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10838,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5860,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9155,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5635,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3635,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10903,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2153,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4225,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2182,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1142,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5305,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7898,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7904,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2085,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3647,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2586,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3881,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8807,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2585,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2851,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5867,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5052,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9774,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4648,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7620,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1031,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2144,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1163,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,1526,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,763,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11884,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,552,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5285,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3415,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7264,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9585,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1342,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6559,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3688,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1525,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6260,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8686,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4104,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1462,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4434,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,569,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,447,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3658,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7189,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3974,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11087,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3131,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2777,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3627,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11469,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,137,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6400,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,944,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2152,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1115,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2154,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5640,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1741,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2354,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1760,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8102,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8278,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11339,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2351,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,519,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10130,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6491,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3964,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,39,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5119,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2661,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8084,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,49,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,259,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4935,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8414,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3155,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1531,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3158,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11627,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11923,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3692,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,4272,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10020,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9554,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9316,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7080,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2229,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5021,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10988,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10171,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10227,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6195,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3114,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6267,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1812,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2635,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1401,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11406,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4781,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,298,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2475,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2812,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11389,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4313,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1159,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11842,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1633,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7254,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10784,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2367,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,908,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10455,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8889,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,12040,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11520,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11845,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3827,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9439,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10824,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8984,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4452,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,6680,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9271,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,381,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4825,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1467,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10686,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8310,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4001,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4984,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7649,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4692,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5269,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,797,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1813,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2207,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1139,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5128,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7957,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11781,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1384,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2896,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,364,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3254,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5871,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9617,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11942,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5746,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11483,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11691,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,149,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5669,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4291,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2242,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6969,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3234,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8336,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6862,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2618,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1417,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8276,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8202,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11404,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11417,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11270,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,556,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8552,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10377,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,431,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11119,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,259,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7435,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5766,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10607,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1744,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7121,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,358,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,1223,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2751,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10719,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10399,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4017,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10611,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3907,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3431,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4549,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2299,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5698,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7340,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11701,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11469,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8417,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1303,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2534,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2054,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,884,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1246,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10786,0
